,ID,Name,Country,Lat,Lng,CurrCond,TempF,Hum,Cloud,WindSpd,DateTime,EqtrDist
266,900056,Nyimba,ZM,-14.56,30.81,Clouds,69.6,58,55,3.56,1562138888,1007.552
267,6693679,Gizo,IL,31.8,34.94,Clouds,81.01,58,20,4.7,1562138889,2200.56
268,3146125,Ler,NO,63.2,10.3,Rain,45.27,70,75,13.87,1562138889,4373.4400000000005
269,3421193,Paamiut,GL,61.99,-49.67,Clear,40.26,86,0,17.34,1562138890,4289.7080000000005
270,2249901,Gat,SN,14.69,-16.54,Clouds,75.2,88,82,5.82,1562138891,1016.548
271,5194868,Indiana,US,40.62,-79.15,Rain,67.08,94,75,3.36,1562138891,2810.904
272,3037899,Ambon,FR,47.55,-2.56,Clear,64.27,72,0,13.87,1562138892,3290.46
273,2444219,Goure,NE,13.98,10.27,Rain,86.16,52,57,14.16,1562138893,967.416
274,556279,Inzer,RU,54.22,57.56,Rain,56.82,99,100,3.87,1562138893,3752.024
275,4267710,Sitka,US,37.17,-99.65,Rain,66.99,93,31,5.99,1562138893,2572.164
276,1644409,Garut,ID,-7.22,107.9,Clouds,85.62,36,33,5.93,1562138894,499.624
277,1649595,Gombong,ID,-7.19,109.31,Clear,91.2,44,0,1.21,1562138894,497.54800000000006
278,5983720,Iqaluit,CA,63.75,-68.52,Clouds,37.18,86,20,3.36,1562138894,4411.5
279,933562,Khudumelapye,BW,-23.91,24.95,Clear,44.58,28,0,7.14,1562138895,1654.5720000000001
280,2171722,Charters Towers,AU,-20.07,146.27,Clouds,74.64,35,13,9.51,1562138895,1388.844
281,2068110,Kununurra,AU,-15.77,128.74,Clouds,87.8,14,13,8.05,1562138895,1091.284
282,1733782,Victoria,BN,5.28,115.24,Clouds,91.78,55,75,3.36,1562138636,365.37600000000003
283,58933,Garowe,SO,8.41,48.48,Clouds,82.74,46,64,28.32,1562138669,581.972
284,478297,Usogorsk,RU,63.43,48.71,Rain,59.16,96,100,1.1,1562138896,4389.356
285,2702261,Kalmar,SE,56.66,16.36,Clear,60.44,62,0,13.87,1562138896,3920.872
286,3421719,Narsaq,GL,60.91,-46.05,Clouds,42.8,81,12,4.7,1562138897,4214.972
287,901344,Sokoni,CD,-12.89,28.78,Clouds,65.28,62,26,10.67,1562138897,891.988
288,2456917,Goundam,ML,16.42,-3.66,Clear,90.84,26,0,10.33,1562138897,1136.2640000000001
289,1106643,Quatre Cocos,MU,-20.21,57.76,Rain,72.63,78,75,10.29,1562138898,1398.5320000000002
290,1014034,Carnarvon,ZA,-30.97,22.13,Clear,40.44,59,0,4.34,1562138900,2143.124
291,3571913,Marsh Harbour,BS,26.54,-77.06,Clouds,82.92,77,15,7.25,1562138901,1836.568
292,1278969,Along,IN,28.17,94.8,Rain,68.16,95,95,4.21,1562138902,1949.3640000000003
293,2013392,Vilyuysk,RU,63.75,121.63,Clouds,58.08,44,94,15.79,1562138902,4411.5
294,325579,Ziway,ET,7.93,38.72,Rain,58.08,91,100,8.81,1562138902,548.756
295,1071296,Antalaha,MG,-14.9,50.28,Clouds,68.16,93,51,2.17,1562138902,1031.0800000000002
296,576093,Blagoyevo,RU,63.37,47.92,Clouds,66.54,64,100,4.61,1562138903,4385.204
297,3347019,Namibe,AO,-15.19,12.15,Clear,68.7,87,0,8.52,1562138903,1051.148
298,3427208,Pilar,AR,-34.46,-58.91,Clear,41.67,52,0,9.17,1562138904,2384.632
299,2129766,Kamiiso,JP,41.82,140.65,Clouds,69.8,73,20,3.36,1562138904,2893.944
300,783887,Zitiste,RS,45.48,20.55,Clear,74.71,64,0,5.82,1562138904,3147.216
301,3448903,Sao Joao da Barra,BR,-21.64,-41.05,Clouds,66.36,81,28,4.65,1562138904,1497.488
302,2126123,Chokurdakh,RU,70.62,147.9,Clouds,41.52,74,100,9.71,1562138905,4886.904
303,2121385,Severo-Kurilsk,RU,50.68,156.12,Rain,43.68,96,100,4.23,1562138905,3507.056
304,6067959,Mattawa,CA,46.32,-78.7,Clouds,63.07,87,90,2.24,1562138906,3205.344
305,830147,Hollola,FI,60.99,25.5,Rain,55.13,99,100,8.99,1562138906,4220.508000000001
306,2017155,Saskylakh,RU,71.97,114.09,Clouds,55.74,45,63,3.13,1562138906,4980.3240000000005
307,5861897,Fairbanks,US,64.84,-147.72,Clear,61.75,52,1,4.7,1562138899,4486.928000000001
308,2208655,Zaltan,LY,32.95,11.87,Clear,76.98,71,0,10.89,1562138907,2280.1400000000003
309,2063036,Port Lincoln,AU,-34.72,135.86,Clouds,58.98,78,43,10.96,1562138908,2402.624
310,1337610,Thinadhoo,MV,0.53,72.93,Rain,84.0,79,93,12.5,1562138909,36.676
311,1263776,Mangan,IN,27.5,88.54,Rain,68.34,89,36,4.99,1562138909,1903.0
312,3393692,Itarema,BR,-2.92,-39.92,Clear,71.58,96,3,4.43,1562138910,202.064
313,7036993,Bumiayu,ID,-8.01,112.64,Clear,86.16,42,0,3.44,1562138910,554.292
314,5969785,Hamilton,CA,43.26,-79.87,Rain,67.71,100,75,3.36,1562138690,2993.592
315,1509847,Bograd,RU,54.22,90.86,Clear,66.2,68,0,4.74,1562138911,3752.024
316,615844,Akhmeta,GE,42.03,45.21,Clear,80.6,36,0,8.05,1562138911,2908.476
317,2012593,Zeya,RU,53.74,127.27,Clouds,74.82,41,78,4.63,1562138912,3718.8080000000004
318,3662252,Sao Paulo de Olivenca,BR,-3.38,-68.87,Clouds,70.32,96,42,3.29,1562138912,233.89600000000002
319,2381334,Atar,MR,20.52,-13.05,Clear,87.78,23,0,13.47,1562138912,1419.984
320,3492985,Barahona,DO,18.21,-71.1,Clouds,71.76,87,36,1.88,1562138912,1260.132
321,4069659,Jasper,US,33.83,-87.28,Clear,73.62,100,1,3.76,1562138860,2341.036
322,2019309,Neryungri,RU,56.66,124.71,Clouds,57.9,51,91,7.85,1562138913,3920.872
323,2219235,Awbari,LY,26.59,12.77,Clear,84.18,17,0,17.4,1562138913,1840.028
324,2231504,Foumbot,CM,5.51,10.64,Clouds,63.48,95,97,2.17,1562138913,381.292
325,2126682,Bilibino,RU,68.06,166.44,Rain,55.56,58,95,5.93,1562138914,4709.752
326,3357114,Grootfontein,NA,-19.56,18.1,Clear,51.8,27,0,8.05,1562138914,1353.552
327,2101169,Aitape,PG,-3.15,142.36,Rain,80.76,80,86,4.34,1562138914,217.98
328,2079582,Alyangula,AU,-13.85,136.42,Clouds,78.8,50,64,8.05,1562138915,958.42
329,3838859,Rio Gallegos,AR,-51.62,-69.22,Clouds,28.4,92,20,1.12,1562138915,3572.104
330,2077895,Alice Springs,AU,-23.7,133.88,Clear,66.2,14,0,11.41,1562138915,1640.04
331,3665202,Aripuana,BR,-9.17,-60.63,Clear,71.22,70,0,1.74,1562138916,634.564
332,3141667,Roald,NO,62.58,6.12,Rain,42.62,81,75,14.99,1562138917,4330.536
333,3622660,Orotina,CR,9.91,-84.53,Clear,68.04,77,0,5.82,1562138917,685.772
334,3374210,Sao Filipe,CV,14.9,-24.5,Clouds,73.74,81,84,14.85,1562138918,1031.0800000000002
335,1300969,Paungde,MM,18.49,95.51,Rain,86.34,74,69,9.08,1562138919,1279.508
336,3530097,Champerico,MX,16.38,-93.6,Rain,69.06,94,96,2.46,1562138919,1133.4959999999999
337,2656067,Broome,GB,52.47,1.45,Clear,60.03,77,0,3.36,1562138920,3630.924
338,2208248,Kaitangata,NZ,-46.28,169.85,Rain,51.01,52,12,7.0,1562138920,3202.576
339,527321,Mezen,RU,65.85,44.24,Rain,68.16,68,77,8.52,1562138920,4556.82
340,5606187,Saint Anthony,US,43.97,-111.68,Clear,61.95,42,1,6.93,1562138920,3042.724
341,4005297,Guamuchil,MX,25.47,-108.1,Rain,80.8,72,83,5.99,1562138921,1762.524
342,3347762,Lubango,AO,-14.92,13.49,Clear,51.8,32,0,9.17,1562138921,1032.464
343,5666176,Miles City,US,46.41,-105.84,Clouds,59.0,82,20,8.05,1562138921,3211.572
344,5962442,Goderich,CA,43.74,-81.71,Clouds,64.38,95,95,1.3,1562138922,3026.8080000000004
345,3451234,Rio Claro,BR,-22.41,-47.56,Clouds,62.94,62,86,6.87,1562138922,1550.7720000000002
346,1488206,Ust-Ishim,RU,57.69,71.17,Clouds,74.46,48,100,11.9,1562138922,3992.148
347,986717,Kruisfontein,ZA,-34.0,24.73,Clouds,55.02,62,67,6.53,1562138922,2352.8
348,5881688,Fort Saint James,CA,54.43,-124.25,Clouds,58.62,54,45,5.03,1562138923,3766.556
349,3981460,Coahuayana,MX,18.62,-100.35,Clouds,73.38,79,74,2.13,1562138923,1288.5040000000001
350,151211,Sola,TZ,-3.17,33.8,Clear,71.4,53,0,8.5,1562138923,219.364
351,3655185,Samana,EC,0.12,-76.97,Clouds,67.44,99,14,1.81,1562138923,8.304
352,2120048,Ust-Nera,RU,64.57,143.24,Rain,53.04,69,100,7.67,1562138924,4468.244
353,72181,Marzuq,YE,14.4,46.47,Clouds,90.12,18,42,2.51,1562138924,996.48
354,1633034,Palu,ID,-0.9,119.87,Rain,83.28,72,97,4.99,1562138924,62.28
355,5955084,Foam Lake,CA,51.65,-103.53,Clouds,50.88,90,43,8.61,1562138925,3574.18
356,1160571,Khash,IR,28.22,61.21,Clear,89.22,11,0,2.04,1562138926,1952.824
357,1510377,Belyy Yar,RU,53.6,91.39,Clear,66.2,68,0,5.95,1562138927,3709.1200000000003
358,5969025,Haines Junction,CA,60.75,-137.51,Rain,53.76,91,100,3.96,1562138928,4203.900000000001
359,4381982,Columbia,US,38.95,-92.33,Clear,75.34,83,1,6.93,1562138914,2695.34
360,100926,Umm Lajj,SA,25.02,37.27,Clear,84.18,79,0,9.89,1562138928,1731.384
361,6942880,Xixiang,CN,22.58,113.87,Rain,80.29,83,75,15.66,1562138929,1562.536
362,371745,Kutum,SD,14.2,24.66,Clouds,75.18,69,83,11.07,1562138929,982.64
363,2017912,Plastun,RU,44.76,136.29,Clouds,65.1,67,99,4.32,1562138929,3097.392
364,4033356,Tiarei,PF,-17.53,-149.33,Rain,77.0,73,75,11.41,1562138929,1213.076
365,691942,Talalayivka,UA,50.96,31.92,Clear,66.18,73,2,9.95,1562138930,3526.4320000000002
366,6096551,Pangnirtung,CA,66.15,-65.72,Clouds,44.58,84,85,1.3,1562138930,4577.580000000001
367,1282898,Pokhara,NP,28.21,83.99,Rain,68.7,79,29,6.11,1562138930,1952.132
368,3115824,Muros,ES,42.77,-9.06,Clouds,63.64,87,90,5.82,1562138931,2959.684
369,1857260,Mikuni,JP,36.22,136.15,Clouds,75.2,78,75,4.7,1562138931,2506.424
370,2017215,Sangar,RU,63.92,127.47,Clouds,67.62,26,21,15.05,1562138931,4423.264
371,2681825,Ronneby,SE,56.21,15.28,Clouds,58.28,71,20,12.75,1562138931,3889.7320000000004
372,2026861,Berdigestyakh,RU,62.1,126.7,Clouds,65.46,34,72,11.03,1562138932,4297.320000000001
373,1640344,Kendari,ID,-3.99,122.52,Rain,79.32,90,71,5.7,1562138932,276.108
374,1293960,Taunggyi,MM,20.78,97.03,Rain,77.16,78,96,7.27,1562138932,1437.976
375,2337542,Naze,NG,5.43,7.07,Rain,74.46,97,100,3.0,1562138932,375.756
376,3556437,Jaguey Grande,CU,22.53,-81.13,Clouds,75.2,94,20,4.7,1562138933,1559.0760000000002
377,3450554,Salvador,BR,-12.98,-38.48,Clouds,73.4,88,75,4.7,1562138934,898.2160000000001
378,5391791,San Clemente,US,33.43,-117.61,Haze,62.76,93,1,7.43,1562138934,2313.356
379,6165406,Thompson,CA,55.74,-97.86,Clouds,48.2,87,20,11.41,1562138935,3857.208
380,498785,Sapernoye,RU,60.72,29.95,Rain,63.0,88,100,5.32,1562138936,4201.8240000000005
381,3162108,Ballangen,NO,68.34,16.83,Clouds,48.45,58,40,6.93,1562138936,4729.128000000001
382,235826,Zemio,CF,5.02,25.13,Rain,69.78,98,100,2.42,1562138937,347.38399999999996
383,2019009,Novaya Bryan,RU,51.72,108.27,Clouds,89.6,31,20,8.95,1562138937,3579.024
384,3622716,Nicoya,CR,10.15,-85.45,Clouds,74.34,83,20,4.7,1562138938,702.3800000000001
385,2798636,Esneux,BE,50.53,5.57,Clouds,60.8,76,20,8.05,1562138938,3496.6760000000004
386,2033574,Xuanhua,CN,40.61,115.04,Clear,84.9,20,0,4.74,1562138938,2810.212
387,6180550,Whitehorse,CA,60.72,-135.06,Smoke,62.19,77,90,2.24,1562138939,4201.8240000000005
388,50672,Wanlaweyn,SO,2.62,44.89,Clouds,80.4,63,14,15.77,1562138939,181.304
389,3123493,Ferrol,ES,43.48,-8.23,Clouds,62.38,88,75,2.24,1562138939,3008.816
390,4706057,Lewisville,US,33.05,-96.99,Clear,75.69,83,1,5.82,1562138939,2287.06
391,2986302,Pontarlier,CH,46.9,6.35,Clouds,65.82,67,20,5.82,1562138940,3245.48
392,3947322,Miraflores,PE,-16.39,-71.52,Clear,50.0,37,0,8.05,1562138940,1134.188
393,336372,Giyon,ET,8.53,37.98,Rain,58.98,96,100,2.15,1562138940,590.276
394,5919850,Chapais,CA,49.78,-74.86,Clear,51.8,87,1,2.24,1562138941,3444.7760000000003
395,2033413,Yichun,CN,47.72,128.88,Rain,69.78,77,90,2.86,1562138941,3302.224
396,5126209,Mastic Beach,US,40.77,-72.85,Rain,72.5,88,75,3.36,1562138941,2821.284
397,232287,Kanungu,UG,-0.9,29.78,Clear,70.5,53,6,1.74,1562138941,62.28
398,899274,Samfya,ZM,-11.37,29.56,Clear,64.02,58,1,8.66,1562138942,786.804
399,5697939,North Platte,US,41.12,-100.77,Mist,69.84,94,1,4.7,1562138942,2845.504
400,5911745,Burns Lake,CA,54.23,-125.76,Clouds,55.74,64,51,2.55,1562138943,3752.716
401,6138501,Saint-Augustin,CA,45.63,-73.98,Clear,67.44,88,5,5.82,1562138943,3157.5960000000005
402,1785036,Zhangye,CN,38.94,100.46,Clouds,84.9,16,50,10.87,1562138944,2694.648
403,6089245,Norman Wells,CA,65.28,-126.83,Clouds,51.8,87,75,5.82,1562138945,4517.376
404,3386213,Touros,BR,-5.2,-35.46,Drizzle,73.4,100,90,3.36,1562138945,359.84000000000003
405,233093,Kaabong,UG,3.51,34.14,Clouds,69.06,72,49,6.73,1562138946,242.892
406,1258980,Raipur,IN,21.24,81.63,Clouds,80.6,83,90,16.11,1562138947,1469.808
407,2247381,MBour,SN,14.41,-16.97,Clouds,76.19,88,82,5.82,1562138947,997.172
408,5363990,La Mesa,US,32.77,-117.02,Clouds,61.95,93,75,4.68,1562138947,2267.684
409,1267635,Karwar,IN,14.8,74.13,Rain,82.74,78,100,12.21,1562138947,1024.16
410,584051,Svetlogorsk,RU,53.14,59.15,Clouds,66.2,68,90,6.71,1562138948,3677.288
411,3351663,Benguela,AO,-12.58,13.4,Clouds,69.8,88,75,4.76,1562138948,870.5360000000001
412,4257880,Leopold,US,38.1,-86.58,Clear,70.66,100,1,5.3,1562138948,2636.52
413,1718234,Caruray,PH,10.31,119.01,Clouds,86.0,66,40,4.7,1562138949,713.4520000000001
414,548333,Kirs,RU,59.34,52.24,Clouds,67.62,68,100,2.84,1562138949,4106.328
415,1168700,Ormara,PK,25.21,64.64,Clouds,94.08,51,37,5.88,1562138949,1744.5320000000002
416,2028164,Deputatskiy,RU,69.3,139.9,Clouds,45.84,68,100,10.16,1562138950,4795.56
417,4500920,Brigantine,US,39.41,-74.36,Clouds,72.46,88,90,5.82,1562138950,2727.172
418,4011743,Constitucion,MX,23.99,-104.67,Clouds,61.0,68,95,5.01,1562138950,1660.108
419,3466980,Caravelas,BR,-17.73,-39.27,Clear,71.76,89,7,9.89,1562138951,1226.9160000000002
420,1800519,Mingguang,CN,32.78,118.01,Clouds,92.64,31,98,8.12,1562138951,2268.376
421,2644487,Lincoln,GB,53.23,-0.54,Clear,57.72,71,0,5.82,1562138941,3683.516
422,3416888,Grindavik,IS,63.84,-22.43,Drizzle,52.59,100,90,18.34,1562138952,4417.728
423,1267390,Kavaratti,IN,10.57,72.64,Clouds,83.64,79,100,16.62,1562138953,731.4440000000001
424,1648082,Boyolangu,ID,-8.09,111.9,Clear,85.08,54,4,6.11,1562138954,559.828
425,2170577,Cooma,AU,-36.24,149.13,Clear,39.2,59,0,8.05,1562138954,2507.8080000000004
426,1090397,Bandrele,YT,-12.91,45.19,Clouds,84.2,70,40,17.22,1562138955,893.3720000000001
427,610529,Atyrau,KZ,47.1,51.92,Clear,93.2,30,0,17.9,1562138955,3259.32
428,2094342,Kavieng,PG,-2.57,150.8,Rain,83.64,75,92,10.25,1562138956,177.844
429,5866063,Kenai,US,60.55,-151.26,Clear,59.79,76,1,8.05,1562138956,4190.06
430,6167817,Torbay,CA,47.66,-52.73,Clouds,57.04,100,90,3.36,1562138831,3298.072
431,3440963,Progreso,UY,-34.68,-56.22,Clouds,46.54,52,40,18.34,1562138956,2399.856
432,1270066,Aska,IN,19.61,84.67,Rain,77.88,89,99,4.83,1562138956,1357.012
433,3389609,Pimentel,BR,-3.7,-45.5,Clouds,70.68,99,80,1.52,1562138957,256.04
434,4407665,Kodiak,US,39.95,-94.76,Clouds,76.5,61,40,4.7,1562138957,2764.5400000000004
435,212902,Kindu,CD,-2.95,25.92,Clear,76.44,63,0,0.76,1562138957,204.14000000000001
436,4402245,Ozark,US,37.02,-93.21,Clear,71.06,88,1,5.82,1562138823,2561.784
437,895953,Zambezi,ZM,-13.55,23.12,Clouds,52.86,53,21,5.01,1562138958,937.6600000000001
438,89113,Ajdabiya,LY,30.75,20.22,Clear,74.46,78,0,8.23,1562138958,2127.9
439,3458498,Linhares,BR,-19.38,-40.06,Clouds,67.8,94,12,1.03,1562138958,1341.096
440,2125693,Evensk,RU,61.92,159.24,Clouds,49.8,87,98,11.05,1562138958,4284.8640000000005
441,3870282,Talcahuano,CL,-36.72,-73.12,Mist,42.8,93,75,2.24,1562138959,2541.024
442,108410,Riyadh,SA,24.63,46.72,Clear,102.2,9,0,14.99,1562138959,1704.396
443,2016307,Solnechnyy,RU,50.72,136.64,Clear,78.42,46,6,8.21,1562138960,3509.824
444,2360541,Gayeri,BF,12.65,0.49,Clouds,83.64,58,98,13.56,1562138960,875.3800000000001
445,2192362,Christchurch,NZ,-43.53,172.64,Clouds,55.6,47,66,6.93,1562138785,3012.2760000000003
446,3910094,Monteagudo,BO,-19.8,-63.96,Clouds,55.02,75,99,4.94,1562138961,1370.16
447,2377457,Nouadhibou,MR,20.93,-17.03,Clear,66.2,82,0,10.29,1562138962,1448.356
448,2460755,Bafoulabe,ML,13.81,-10.83,Rain,80.04,70,100,8.61,1562138962,955.652
449,1786657,Yinchuan,CN,38.48,106.21,Clouds,88.68,17,100,5.01,1562138963,2662.816
450,1848373,Fukue,JP,35.03,136.69,Rain,79.03,83,75,13.87,1562138964,2424.076
451,1688687,San Quintin,PH,17.54,120.52,Clouds,86.34,71,98,13.6,1562138964,1213.768
452,3356343,Karasburg,NA,-28.01,18.75,Clear,45.84,41,0,5.08,1562138964,1938.2920000000001
453,5915327,Cap-aux-Meules,CA,47.38,-61.86,Rain,49.8,93,100,15.88,1562138965,3278.6960000000004
454,3220813,Wanning,AT,48.64,13.53,Clouds,67.12,45,20,11.41,1562138965,3365.8880000000004
455,652977,Keuruu,FI,62.26,24.71,Rain,55.63,62,0,10.29,1562138965,4308.392
456,4366164,Washington DC.,US,38.9,-77.04,Rain,70.48,88,40,6.93,1562138916,2691.88
457,542378,Krasnogorodsk,RU,56.83,28.28,Rain,51.42,91,90,14.88,1562138966,3932.636
458,3572375,Freeport,BS,26.54,-78.7,Clouds,84.18,73,67,2.89,1562138966,1836.568
459,3401106,Demerval Lobao,BR,-5.36,-42.68,Clear,75.2,94,0,1.12,1562138967,370.91200000000003
460,4231997,Avera,US,33.19,-82.53,Mist,76.19,88,1,3.4,1562138967,2296.748
461,5554428,Ketchikan,US,55.34,-131.65,Clouds,58.87,87,90,5.82,1562138967,3829.5280000000002
462,2303611,Axim,GH,4.87,-2.24,Rain,77.7,89,99,6.55,1562138967,337.004
463,1831112,Kampot,KH,10.62,104.18,Rain,76.12,94,90,2.24,1562138968,734.904
464,2138285,Tadine,NC,-21.55,167.88,Clear,73.02,62,0,3.71,1562138968,1491.2600000000002
465,3403687,Camocim,BR,-2.9,-40.84,Clear,69.42,97,8,4.23,1562138968,200.68
466,4465088,Elizabeth City,US,36.3,-76.22,Clear,77.07,78,1,9.17,1562138709,2511.96
467,4033557,Tautira,PF,-17.73,-149.15,Rain,77.0,73,75,11.41,1562138969,1226.9160000000002
468,1337613,Kulhudhuffushi,MV,6.62,73.07,Clouds,83.46,76,100,12.03,1562138969,458.10400000000004
469,1214658,Lhokseumawe,ID,5.18,97.15,Clouds,87.42,44,100,4.25,1562138970,358.456
470,2084442,Vanimo,PG,-2.67,141.3,Rain,80.04,78,94,4.68,1562138971,184.764
471,364933,Umm Kaddadah,SD,13.6,26.69,Clouds,81.66,48,81,9.37,1562138971,941.12
472,1490256,Talnakh,RU,69.49,88.39,Clear,84.2,30,0,15.66,1562138972,4808.708
473,3461370,Imbituba,BR,-28.24,-48.67,Clouds,60.8,93,75,2.24,1562138973,1954.208
474,1806408,Yangjiang,CN,21.85,111.96,Rain,88.0,68,100,8.68,1562138973,1512.0200000000002
475,2160517,Launceston,AU,-41.43,147.14,Clear,47.43,65,0,6.93,1562138973,2866.956
476,2297810,Mumford,GH,5.26,-0.76,Rain,74.46,96,91,3.87,1562138974,363.992
477,260895,Karpathos,GR,35.51,27.21,Clear,78.8,65,0,18.34,1562138974,2457.292
478,4032369,Pangai,TO,-19.8,-174.35,Clouds,77.0,83,75,13.87,1562138974,1370.16
479,286621,Salalah,OM,17.01,54.1,Clouds,86.0,79,90,10.29,1562138974,1177.092
480,588365,Vao,EE,59.1,26.19,Rain,50.88,87,100,11.99,1562138975,4089.7200000000003
481,2966778,Ballina,IE,54.11,-9.15,Clouds,55.69,81,20,2.24,1562138975,3744.4120000000003
482,779554,Honningsvag,NO,70.98,25.97,Rain,46.4,93,90,8.05,1562138975,4911.816000000001
483,3173615,Melfi,IT,41.0,15.66,Clear,86.0,28,0,11.41,1562138976,2837.2000000000003
484,1488190,Ust-Kan,RU,50.93,84.77,Clouds,67.8,41,47,2.91,1562138976,3524.356
485,5955902,Fort Nelson,CA,58.81,-122.69,Clouds,57.2,67,90,4.7,1562138976,4069.6520000000005
486,548625,Alekseyevka,RU,53.25,50.49,Clouds,77.0,38,40,15.66,1562138976,3684.9
487,698770,Ochakiv,UA,46.61,31.55,Clear,82.4,54,0,4.47,1562138977,3225.4120000000003
488,264128,Ayia Trias,GR,38.35,22.92,Clear,84.74,28,0,4.52,1562138977,2653.82
489,2155562,Nelson Bay,AU,-32.72,152.14,Rain,62.1,77,75,13.87,1562138977,2264.224
490,6139289,Salaberry-de-Valleyfield,CA,45.26,-74.13,Clear,67.39,88,5,5.82,1562138977,3131.992
491,3614835,Barra Patuca,HN,15.8,-84.28,Rain,81.84,81,19,10.18,1562138978,1093.3600000000001
492,2655273,Bodmin,GB,50.47,-4.72,Clear,57.87,67,0,12.75,1562138978,3492.524
493,2015701,Taksimo,RU,56.36,114.84,Clouds,67.8,42,91,14.2,1562138979,3900.112
494,4018348,Arandas,MX,20.71,-102.35,Rain,60.96,77,24,6.64,1562138980,1433.132
495,3567834,Baracoa,CU,20.35,-74.5,Clouds,80.76,80,37,4.32,1562138981,1408.2200000000003
496,905846,Mpika,ZM,-11.84,31.4,Clouds,65.64,54,18,8.12,1562138982,819.328
497,2186313,Napier,NZ,-39.49,176.92,Clouds,64.99,61,100,11.99,1562138808,2732.708
498,6050066,La Ronge,CA,55.1,-105.3,Clouds,46.4,87,20,9.17,1562138982,3812.92
499,107304,Buraydah,SA,26.33,43.97,Clear,98.6,22,0,4.7,1562138983,1822.036
500,6929460,Panzhihua,CN,26.59,101.72,Clouds,82.99,56,38,2.21,1562138983,1840.028
501,1024312,Mocuba,MZ,-16.84,36.99,Clouds,70.14,90,44,2.39,1562138983,1165.328
502,3440777,Rocha,UY,-34.48,-54.34,Clear,42.24,67,0,14.14,1562138906,2386.016
503,3397763,Jacareacanga,BR,-6.22,-57.76,Clouds,74.64,76,35,3.0,1562138984,430.424
504,510342,Pestretsy,RU,55.75,49.66,Clear,73.4,40,0,8.95,1562138984,3857.9
505,685026,Beresti-Sat,RO,46.1,27.88,Rain,76.08,71,3,10.67,1562138984,3190.1200000000003
506,4566022,Loiza,PR,18.43,-65.88,Clouds,75.96,78,40,7.85,1562138985,1275.356
507,178522,Voi,KE,-3.4,38.57,Clouds,72.3,66,86,9.15,1562138985,235.28
508,2185329,Waipawa,NZ,-39.94,176.59,Clouds,53.01,94,100,8.01,1562138985,2763.848
509,3204121,Biograd na Moru,HR,43.94,15.45,Clear,86.0,45,0,6.93,1562138985,3040.648
510,1528796,At-Bashi,KG,41.17,75.81,Clear,71.76,33,0,12.1,1562138986,2848.9640000000004
511,3372783,Ponta Delgada,PT,37.73,-25.67,Clouds,68.0,94,20,4.7,1562138811,2610.9159999999997
512,2014833,Tura,RU,64.27,100.22,Clouds,72.12,24,24,8.43,1562138986,4447.4839999999995
513,2128975,Nemuro,JP,43.32,145.57,Rain,59.0,87,75,5.82,1562138986,2997.744
514,2178174,Albury,AU,-36.08,146.92,Clear,54.82,66,0,2.01,1562138987,2496.736
515,5374920,Morro Bay,US,35.37,-120.85,Clear,55.2,93,1,3.71,1562138987,2447.604
516,2446796,Bilma,NE,18.69,12.92,Clear,89.94,29,0,6.38,1562138988,1293.3480000000002
517,6697802,Moroni,GR,35.09,24.92,Clear,81.21,51,0,3.36,1562138989,2428.2280000000005
518,2362909,Banfora,BF,10.64,-4.75,Clouds,74.64,92,51,4.05,1562138989,736.2880000000001
519,2170581,Coolum Beach,AU,-26.53,153.09,Rain,61.84,81,57,10.09,1562138990,1835.8760000000002
520,909299,Lundazi,ZM,-12.29,33.17,Clear,67.44,63,6,10.94,1562138991,850.468
521,606531,Boden,SE,65.83,21.69,Clear,57.2,58,0,1.12,1562138991,4555.436
522,5849996,Lahaina,US,20.87,-156.68,Clouds,75.42,65,40,8.05,1562138991,1444.2040000000002
523,6185217,Yarmouth,CA,43.84,-66.12,Mist,53.24,100,75,5.14,1562138991,3033.7280000000005
524,3577154,Oranjestad,AW,12.52,-70.03,Clouds,80.6,83,20,12.75,1562138898,866.384
525,3618929,Jinotega,NI,13.09,-86.0,Clear,69.78,87,1,5.7,1562138992,905.828
526,1803936,Wuwei,CN,37.93,102.64,Clouds,85.26,23,100,5.39,1562138992,2624.7560000000003
527,3572906,Andros Town,BS,24.73,-77.79,Clear,79.54,94,0,5.35,1562138993,1711.316
528,1506268,Gornopravdinsk,RU,60.06,69.92,Clouds,81.12,43,17,12.03,1562138993,4156.152
529,2027296,Aykhal,RU,65.95,111.51,Clear,57.2,41,0,6.71,1562138993,4563.740000000001
530,2172797,Cairns,AU,-16.92,145.77,Clouds,70.74,68,40,14.99,1562138994,1170.8640000000003
531,2062276,Roebourne,AU,-20.77,117.15,Clear,84.72,17,0,13.13,1562138994,1437.284
532,1496153,Rostovka,RU,55.02,73.58,Rain,62.6,88,75,4.47,1562138994,3807.3840000000005
533,3625346,Villa Bruzual,VE,9.33,-69.12,Clear,65.28,82,0,3.27,1562138994,645.6360000000001
534,287286,Muscat,OM,23.6,58.55,Clear,91.4,70,3,11.41,1562138995,1633.1200000000001
535,5003132,Muskegon,US,43.23,-86.25,Mist,68.88,88,1,3.09,1562138725,2991.516
536,779261,Kjollefjord,NO,70.95,27.35,Rain,46.4,93,90,8.05,1562138995,4909.740000000001
537,3402648,Carutapera,BR,-1.2,-46.02,Clouds,75.18,91,18,4.27,1562138995,83.04
